,UniProt ID,Nb_interactions,Gene Name,Name
2803,P16615,1,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2
2804,Q07075,1,ENPEP,Glutamyl aminopeptidase
2805,Q07020,1,RPL18,60S ribosomal protein L18
2806,Q07001,1,CHRND,Acetylcholine receptor subunit delta
2807,P17050,1,NAGA,Alpha-N-acetylgalactosaminidase
2808,P17213,1,BPI,Bactericidal permeability-increasing protein
2809,P17302,1,GJA1,Gap junction alpha-1 protein
2810,P17516,1,AKR1C4,Aldo-keto reductase family 1 member C4
2811,Q06418,1,TYRO3,Tyrosine-protein kinase receptor TYRO3
2812,Q06323,1,PSME1,Proteasome activator complex subunit 1
2813,P17544,1,ATF7,Cyclic AMP-dependent transcription factor ATF-7
2814,P16471,1,PRLR,Prolactin receptor
2815,Q07955,1,SRSF1,Serine/arginine-rich splicing factor 1
2816,Q08170,1,SRSF4,Serine/arginine-rich splicing factor 4
2817,Q09013,1,DMPK,Myotonin-protein kinase
2818,P15336,1,ATF2,Cyclic AMP-dependent transcription factor ATF-2
2819,P15382,1,KCNE1,Potassium voltage-gated channel subfamily E member 1
2820,P15428,1,HPGD,15-hydroxyprostaglandin dehydrogenase [NAD(+)]
2821,P15502,1,ELN,Elastin
2822,P15813,1,CD1D,Antigen-presenting glycoprotein CD1d
2823,P15814,1,IGLL1,Immunoglobulin lambda-like polypeptide 1
2824,P15880,1,RPS2,40S ribosomal protein S2
2825,P16444,1,DPEP1,Dipeptidase 1
2826,P16070,1,CD44,CD44 antigen
2827,P16109,1,SELP,P-selectin
2828,Q08426,1,EHHADH,Peroxisomal bifunctional enzyme
2829,P16112,1,ACAN,Aggrecan core protein
2830,P16389,1,KCNA2,Potassium voltage-gated channel subfamily A member 2
2831,Q08209,1,PPP3CA,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
2832,P17568,1,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
2833,Q06124,1,PTPN11,Tyrosine-protein phosphatase non-receptor type 11
2834,Q12852,1,MAP3K12,Mitogen-activated protein kinase kinase kinase 12
2835,P17658,1,KCNA6,Potassium voltage-gated channel subfamily A member 6
2836,P18847,1,ATF3,Cyclic AMP-dependent transcription factor ATF-3
2837,P18848,1,ATF4,Cyclic AMP-dependent transcription factor ATF-4
2838,P18850,1,ATF6,Cyclic AMP-dependent transcription factor ATF-6 alpha
2839,P18858,1,LIG1,DNA ligase 1
2840,Q02928,1,CYP4A11,Cytochrome P450 4A11
2841,P19099,1,CYP11B2,"Cytochrome P450 11B2, mitochondrial"
2842,P19105,1,MYL12A,Myosin regulatory light chain 12A
2843,Q02817,1,MUC2,Mucin-2
2844,Q02779,1,MAP3K10,Mitogen-activated protein kinase kinase kinase 10
2845,P19235,1,EPOR,Erythropoietin receptor
2846,P19404,1,NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
2847,Q02643,1,GHRHR,Growth hormone-releasing hormone receptor
2848,P19429,1,TNNI3,"Troponin I, cardiac muscle"
2849,Q02338,1,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"
2850,Q02252,1,ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
2851,Q03403,1,TFF2,Trefoil factor 2
2852,Q03405,1,PLAUR,Urokinase plasminogen activator surface receptor
2853,Q03426,1,MVK,Mevalonate kinase
2854,Q04917,1,YWHAH,14-3-3 protein eta
2855,P17676,1,CEBPB,CCAAT/enhancer-binding protein beta
2856,P17812,1,CTPS1,CTP synthase 1
2857,P17844,1,DDX5,Probable ATP-dependent RNA helicase DDX5
2858,Q05513,1,PRKCZ,Protein kinase C zeta type
2859,Q05329,1,GAD2,Glutamate decarboxylase 2
2860,P17980,1,PSMC3,26S protease regulatory subunit 6A
2861,Q04912,1,MST1R,Macrophage-stimulating protein receptor
2862,Q03721,1,KCNC4,Potassium voltage-gated channel subfamily C member 4
2863,Q04844,1,CHRNE,Acetylcholine receptor subunit epsilon
2864,P18085,1,ARF4,ADP-ribosylation factor 4
2865,P18283,1,GPX2,Glutathione peroxidase 2
2866,P18465,1,HLA-B,"HLA class I histocompatibility antigen, B-57 alpha chain"
2867,P18509,1,ADCYAP1,Pituitary adenylate cyclase-activating polypeptide
2868,P18846,1,ATF1,Cyclic AMP-dependent transcription factor ATF-1
2869,Q12851,1,MAP4K2,Mitogen-activated protein kinase kinase kinase kinase 2
2870,Q12874,1,SF3A3,Splicing factor 3A subunit 3
2871,Q14721,1,KCNB1,Potassium voltage-gated channel subfamily B member 1
2872,P12814,1,ACTN1,Alpha-actinin-1
2873,Q14181,1,POLA2,DNA polymerase alpha subunit B
2874,Q14164,1,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon
2875,Q14145,1,KEAP1,Kelch-like ECH-associated protein 1
2876,P12081,1,HARS,"Histidine--tRNA ligase, cytoplasmic"
2877,Q14103,1,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0
2878,Q14032,1,BAAT,Bile acid-CoA:amino acid N-acyltransferase
2879,Q14012,1,CAMK1,Calcium/calmodulin-dependent protein kinase type 1
2880,Q14003,1,KCNC3,Potassium voltage-gated channel subfamily C member 3
2881,P12236,1,SLC25A6,ADP/ATP translocase 3
2882,P12271,1,RLBP1,Retinaldehyde-binding protein 1
2883,Q13907,1,IDI1,Isopentenyl-diphosphate Delta-isomerase 1
2884,Q13885,1,TUBB2A,Tubulin beta-2A chain
2885,P12314,1,FCGR1A,High affinity immunoglobulin gamma Fc receptor I
2886,Q13873,1,BMPR2,Bone morphogenetic protein receptor type-2
2887,P12319,1,FCER1A,High affinity immunoglobulin epsilon receptor subunit alpha
2888,P11717,1,IGF2R,Cation-independent mannose-6-phosphate receptor
2889,P11684,1,SCGB1A1,Uteroglobin
2890,P11678,1,EPX,Eosinophil peroxidase
2891,Q14571,1,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2"
2892,Q14697,1,GANAB,Neutral alpha-glucosidase AB
2893,Q14680,1,MELK,Maternal embryonic leucine zipper kinase
2894,P11166,1,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1"
2895,P11168,1,SLC2A2,"Solute carrier family 2, facilitated glucose transporter member 2"
2896,P11172,1,UMPS,Uridine 5'-monophosphate synthase
2897,Q14573,1,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3"
2898,Q14565,1,DMC1,Meiotic recombination protein DMC1/LIM15 homolog
2899,P11597,1,CETP,Cholesteryl ester transfer protein
2900,Q14542,1,SLC29A2,Equilibrative nucleoside transporter 2
2901,Q14541,1,HNF4G,Hepatocyte nuclear factor 4-gamma
2902,Q14520,1,HABP2,Hyaluronan-binding protein 2
2903,P11230,1,CHRNB1,Acetylcholine receptor subunit beta
2904,Q14494,1,NFE2L1,Nuclear factor erythroid 2-related factor 1
2905,P11233,1,RALA,Ras-related protein Ral-A
2906,P12644,1,BMP4,Bone morphogenetic protein 4
2907,Q13630,1,TSTA3,GDP-L-fucose synthase
2908,P15170,1,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A
2909,P12883,1,MYH7,Myosin-7
2910,P14649,1,MYL6B,Myosin light chain 6B
2911,P14735,1,IDE,Insulin-degrading enzyme
2912,P14770,1,GP9,Platelet glycoprotein IX
2913,Q13219,1,PAPPA,Pappalysin-1
2914,Q13188,1,STK3,Serine/threonine-protein kinase 3
2915,Q13183,1,SLC13A2,Solute carrier family 13 member 2
2916,Q13177,1,PAK2,Serine/threonine-protein kinase PAK 2
2917,Q13163,1,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5
2918,Q13153,1,PAK1,Serine/threonine-protein kinase PAK 1
2919,P14866,1,HNRNPL,Heterogeneous nuclear ribonucleoprotein L
2920,P14868,1,DARS,"Aspartate--tRNA ligase, cytoplasmic"
2921,Q13085,1,ACACA,Acetyl-CoA carboxylase 1
2922,P15153,1,RAC2,Ras-related C3 botulinum toxin substrate 2
2923,Q12965,1,MYO1E,Unconventional myosin-Ie
2924,Q12908,1,SLC10A2,Ileal sodium/bile acid cotransporter
2925,Q13237,1,PRKG2,cGMP-dependent protein kinase 2
2926,P14621,1,ACYP2,Acylphosphatase-2
2927,Q13258,1,PTGDR,Prostaglandin D2 receptor
2928,Q13470,1,TNK1,Non-receptor tyrosine-protein kinase TNK1
2929,Q13564,1,NAE1,NEDD8-activating enzyme E1 regulatory subunit
2930,P13498,1,CYBA,Cytochrome b-245 light chain
2931,Q13546,1,RIPK1,Receptor-interacting serine/threonine-protein kinase 1
2932,P13611,1,VCAN,Versican core protein
2933,Q13523,1,PRPF4B,Serine/threonine-protein kinase PRP4 homolog
2934,P13637,1,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3
2935,P13640,1,MT1G,Metallothionein-1G
2936,P14616,1,INSRR,Insulin receptor-related protein
2937,Q13427,1,PPIG,Peptidyl-prolyl cis-trans isomerase G
2938,Q13426,1,XRCC4,DNA repair protein XRCC4
2939,P13686,1,ACP5,Tartrate-resistant acid phosphatase type 5
2940,Q13363,1,CTBP1,C-terminal-binding protein 1
2941,P14598,1,NCF1,Neutrophil cytosol factor 1
2942,Q13315,1,ATM,Serine-protein kinase ATM
2943,P43007,1,SLC1A4,Neutral amino acid transporter A
